Price,Close
Ticker,BMW.DE
Date,
2018-01-02,86.4000015258789
2018-01-03,86.86000061035156
2018-01-04,87.4800033569336
2018-01-05,88.5
2018-01-08,89.66999816894531
2018-01-09,90.19999694824219
2018-01-10,89.4000015258789
2018-01-11,88.69000244140625
2018-01-12,89.80999755859375
2018-01-15,89.79000091552734
2018-01-16,92.63999938964844
2018-01-17,92.3499984741211
2018-01-18,93.06999969482422
2018-01-19,94.68000030517578
2018-01-22,96.26000213623047
2018-01-23,95.27999877929688
2018-01-24,94.3499984741211
2018-01-25,93.25
2018-01-26,93.83000183105469
2018-01-29,93.54000091552734
2018-01-30,92.63999938964844
2018-01-31,91.97000122070312
2018-02-01,91.5
2018-02-02,90.18000030517578
2018-02-05,89.33999633789062
2018-02-06,88.12999725341797
2018-02-07,89.0999984741211
2018-02-08,87.52999877929688
2018-02-09,86.63999938964844
2018-02-12,87.30999755859375
2018-02-13,86.72000122070312
2018-02-14,88.0
2018-02-15,87.43000030517578
2018-02-16,88.12000274658203
2018-02-19,87.27999877929688
2018-02-20,86.80000305175781
2018-02-21,86.7699966430664
2018-02-22,87.22000122070312
2018-02-23,87.05000305175781
2018-02-26,87.75
2018-02-27,87.69999694824219
2018-02-28,86.81999969482422
2018-03-01,85.30000305175781
2018-03-02,83.97000122070312
2018-03-05,83.48999786376953
2018-03-06,84.16000366210938
2018-03-07,84.86000061035156
2018-03-08,84.97000122070312
2018-03-09,85.12999725341797
2018-03-12,85.70999908447266
2018-03-13,84.62999725341797
2018-03-14,84.16999816894531
2018-03-15,85.12000274658203
2018-03-16,85.86000061035156
2018-03-19,85.16999816894531
2018-03-20,85.98999786376953
2018-03-21,86.0999984741211
2018-03-22,85.33000183105469
2018-03-23,84.18000030517578
2018-03-26,85.20999908447266
2018-03-27,85.80999755859375
2018-03-28,85.55999755859375
2018-03-29,88.1500015258789
2018-04-03,88.68000030517578
2018-04-04,87.41000366210938
2018-04-05,88.69999694824219
2018-04-06,88.97000122070312
2018-04-09,88.33999633789062
2018-04-10,89.98999786376953
2018-04-11,89.87000274658203
2018-04-12,89.93000030517578
2018-04-13,91.33000183105469
2018-04-16,90.66000366210938
2018-04-17,91.22000122070312
2018-04-18,90.80000305175781
2018-04-19,90.87999725341797
2018-04-20,91.0199966430664
2018-04-23,91.19999694824219
2018-04-24,91.12999725341797
2018-04-25,89.2699966430664
2018-04-26,90.38999938964844
2018-04-27,91.5
2018-04-30,92.47000122070312
2018-05-02,93.08999633789062
2018-05-03,92.16000366210938
2018-05-04,91.55999755859375
2018-05-07,91.55999755859375
2018-05-08,91.94000244140625
2018-05-09,91.95999908447266
2018-05-10,92.36000061035156
2018-05-11,92.18000030517578
2018-05-14,91.83000183105469
2018-05-15,92.16999816894531
2018-05-16,92.16000366210938
2018-05-17,93.30000305175781
2018-05-18,88.56999969482422
2018-05-21,88.56999969482422
2018-05-22,90.83000183105469
2018-05-23,89.0
2018-05-24,87.5
2018-05-25,87.44999694824219
2018-05-28,87.22000122070312
2018-05-29,86.08000183105469
2018-05-30,86.19999694824219
2018-05-31,85.37999725341797
2018-06-01,85.87999725341797
2018-06-04,86.19999694824219
2018-06-05,86.58999633789062
2018-06-06,87.0
2018-06-07,86.62999725341797
2018-06-08,85.63999938964844
2018-06-11,85.37999725341797
2018-06-12,85.30000305175781
2018-06-13,84.68000030517578
2018-06-14,86.2699966430664
2018-06-15,85.73999786376953
2018-06-18,84.75
2018-06-19,84.05999755859375
2018-06-20,83.68000030517578
2018-06-21,81.22000122070312
2018-06-22,80.30999755859375
2018-06-25,78.8499984741211
2018-06-26,78.44999694824219
2018-06-27,78.61000061035156
2018-06-28,77.55999755859375
2018-06-29,77.62999725341797
2018-07-02,77.7300033569336
2018-07-03,77.69999694824219
2018-07-04,77.7699966430664
2018-07-05,80.66000366210938
2018-07-06,80.19999694824219
2018-07-09,80.20999908447266
2018-07-10,80.01000213623047
2018-07-11,78.87000274658203
2018-07-12,79.37000274658203
2018-07-13,79.62000274658203
2018-07-16,79.29000091552734
2018-07-17,80.01000213623047
2018-07-18,80.80000305175781
2018-07-19,80.75
2018-07-20,79.27999877929688
2018-07-23,79.93000030517578
2018-07-24,81.52999877929688
2018-07-25,79.86000061035156
2018-07-26,83.38999938964844
2018-07-27,82.91000366210938
2018-07-30,82.97000122070312
2018-07-31,82.69000244140625
2018-08-01,81.5
2018-08-02,81.18000030517578
2018-08-03,82.33999633789062
2018-08-06,83.51000213623047
2018-08-07,84.05000305175781
2018-08-08,84.4800033569336
2018-08-09,84.80999755859375
2018-08-10,83.58000183105469
2018-08-13,83.29000091552734
2018-08-14,82.44999694824219
2018-08-15,81.30999755859375
2018-08-16,81.80000305175781
2018-08-17,81.41000366210938
2018-08-20,81.75
2018-08-21,82.93000030517578
2018-08-22,82.29000091552734
2018-08-23,81.08000183105469
2018-08-24,81.29000091552734
2018-08-27,83.19000244140625
2018-08-28,84.38999938964844
2018-08-29,84.2300033569336
2018-08-30,84.5999984741211
2018-08-31,83.41000366210938
2018-09-03,82.79000091552734
2018-09-04,81.87999725341797
2018-09-05,81.25
2018-09-06,80.7300033569336
2018-09-07,81.06999969482422
2018-09-10,81.0999984741211
2018-09-11,80.76000213623047
2018-09-12,81.31999969482422
2018-09-13,82.47000122070312
2018-09-14,82.93000030517578
2018-09-17,82.54000091552734
2018-09-18,82.66999816894531
2018-09-19,83.54000091552734
2018-09-20,85.31999969482422
2018-09-21,85.7699966430664
2018-09-24,83.5
2018-09-25,79.0
2018-09-26,79.02999877929688
2018-09-27,79.0
2018-09-28,77.70999908447266
2018-10-01,78.13999938964844
2018-10-02,78.69999694824219
2018-10-04,78.26000213623047
2018-10-05,77.68000030517578
2018-10-08,76.87000274658203
2018-10-09,76.38999938964844
2018-10-10,75.3499984741211
2018-10-11,74.30000305175781
2018-10-12,74.48999786376953
2018-10-15,75.20999908447266
2018-10-16,75.75
2018-10-17,75.23999786376953
2018-10-18,75.12999725341797
2018-10-19,74.63999938964844
2018-10-22,74.44000244140625
2018-10-23,73.5
2018-10-24,72.69000244140625
2018-10-25,74.5
2018-10-26,75.0199966430664
2018-10-29,76.4000015258789
2018-10-30,76.33999633789062
2018-10-31,76.2300033569336
2018-11-01,76.79000091552734
2018-11-02,77.73999786376953
2018-11-05,77.2300033569336
2018-11-06,76.91999816894531
2018-11-07,74.26000213623047
2018-11-08,73.86000061035156
2018-11-09,73.36000061035156
2018-11-12,72.52999877929688
2018-11-13,73.9000015258789
2018-11-14,74.66000366210938
2018-11-15,74.19999694824219
2018-11-16,73.73999786376953
2018-11-19,74.18000030517578
2018-11-20,73.69000244140625
2018-11-21,74.31999969482422
2018-11-22,73.62000274658203
2018-11-23,73.48999786376953
2018-11-26,74.87000274658203
2018-11-27,73.87000274658203
2018-11-28,73.73999786376953
2018-11-29,72.8499984741211
2018-11-30,72.20999908447266
2018-12-03,75.66000366210938
2018-12-04,74.43000030517578
2018-12-05,74.16000366210938
2018-12-06,72.06999969482422
2018-12-07,71.70999908447266
2018-12-10,70.0999984741211
2018-12-11,71.37999725341797
2018-12-12,72.7699966430664
2018-12-13,74.18000030517578
2018-12-14,74.2699966430664
2018-12-17,74.0
2018-12-18,73.47000122070312
2018-12-19,73.44999694824219
2018-12-20,71.83999633789062
2018-12-21,71.93000030517578
2018-12-27,69.86000061035156
2018-12-28,70.69999694824219
2019-01-02,69.73999786376953
2019-01-03,69.05000305175781
2019-01-04,71.70999908447266
2019-01-07,72.12000274658203
2019-01-08,72.20999908447266
2019-01-09,72.94999694824219
2019-01-10,72.52999877929688
2019-01-11,71.83000183105469
2019-01-14,71.58999633789062
2019-01-15,71.62000274658203
2019-01-16,71.52999877929688
2019-01-17,71.26000213623047
2019-01-18,73.33999633789062
2019-01-21,73.02999877929688
2019-01-22,72.7300033569336
2019-01-23,72.2300033569336
2019-01-24,73.12000274658203
2019-01-25,74.3499984741211
2019-01-28,73.9800033569336
2019-01-29,73.8499984741211
2019-01-30,73.33000183105469
2019-01-31,73.45999908447266
2019-02-01,74.13999938964844
2019-02-04,73.23999786376953
2019-02-05,73.61000061035156
2019-02-06,73.6500015258789
2019-02-07,71.22000122070312
2019-02-08,69.52999877929688
2019-02-11,69.41000366210938
2019-02-12,69.91000366210938
2019-02-13,70.38999938964844
2019-02-14,69.3499984741211
2019-02-15,70.7699966430664
2019-02-18,70.58999633789062
2019-02-19,71.04000091552734
2019-02-20,72.51000213623047
2019-02-21,73.12000274658203
2019-02-22,73.12999725341797
2019-02-25,73.69999694824219
2019-02-26,74.0
2019-02-27,74.23999786376953
2019-02-28,74.30999755859375
2019-03-01,74.75
2019-03-04,74.66999816894531
2019-03-05,75.05999755859375
2019-03-06,74.52999877929688
2019-03-07,73.08999633789062
2019-03-08,72.16000366210938
2019-03-11,73.18000030517578
2019-03-12,73.0999984741211
2019-03-13,73.62999725341797
2019-03-14,73.77999877929688
2019-03-15,74.08999633789062
2019-03-18,74.16999816894531
2019-03-19,75.72000122070312
2019-03-20,71.9800033569336
2019-03-21,71.1500015258789
2019-03-22,69.5999984741211
2019-03-25,68.91999816894531
2019-03-26,67.91000366210938
2019-03-27,68.2300033569336
2019-03-28,67.88999938964844
2019-03-29,68.75
2019-04-01,69.69999694824219
2019-04-02,71.25
2019-04-03,72.58000183105469
2019-04-04,73.33999633789062
2019-04-05,73.79000091552734
2019-04-08,73.56999969482422
2019-04-09,73.19999694824219
2019-04-10,73.19000244140625
2019-04-11,73.51000213623047
2019-04-12,75.29000091552734
2019-04-15,75.6500015258789
2019-04-16,76.4000015258789
2019-04-17,77.25
2019-04-18,77.75
2019-04-23,77.5
2019-04-24,76.47000122070312
2019-04-25,75.77999877929688
2019-04-26,76.19999694824219
2019-04-29,75.88999938964844
2019-04-30,75.9000015258789
2019-05-02,75.80000305175781
2019-05-03,75.66999816894531
2019-05-06,74.0
2019-05-07,72.27999877929688
2019-05-08,71.37999725341797
2019-05-09,69.30000305175781
2019-05-10,68.87000274658203
2019-05-13,68.05999755859375
2019-05-14,67.87999725341797
2019-05-15,70.0
2019-05-16,69.80000305175781
2019-05-17,66.16000366210938
2019-05-20,64.80999755859375
2019-05-21,64.62999725341797
2019-05-22,64.2300033569336
2019-05-23,63.38999938964844
2019-05-24,63.470001220703125
2019-05-27,63.7599983215332
2019-05-28,63.84000015258789
2019-05-29,63.150001525878906
2019-05-30,63.04999923706055
2019-05-31,62.02000045776367
2019-06-03,61.63999938964844
2019-06-04,63.43000030517578
2019-06-05,63.02000045776367
2019-06-06,62.34000015258789
2019-06-07,62.31999969482422
2019-06-11,62.97999954223633
2019-06-12,62.63999938964844
2019-06-13,62.779998779296875
2019-06-14,62.459999084472656
2019-06-17,62.099998474121094
2019-06-18,63.61000061035156
2019-06-19,64.19999694824219
2019-06-20,64.55999755859375
2019-06-21,64.44000244140625
2019-06-24,63.63999938964844
2019-06-25,63.150001525878906
2019-06-26,64.56999969482422
2019-06-27,64.8499984741211
2019-06-28,65.08999633789062
2019-07-01,65.0999984741211
2019-07-02,65.33000183105469
2019-07-03,66.61000061035156
2019-07-04,67.11000061035156
2019-07-05,67.05000305175781
2019-07-08,66.69999694824219
2019-07-09,66.16999816894531
2019-07-10,65.6500015258789
2019-07-11,65.23999786376953
