Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MBG.DE,MBG.DE,MBG.DE,MBG.DE,MBG.DE,MBG.DE
Date,,,,,,
1996-10-30,10.74286937713623,37.55097579956055,37.87843704223633,37.521209716796875,37.84866714477539,1640521
1996-10-31,10.886430740356445,38.05278015136719,38.05702209472656,37.635982513427734,37.635982513427734,1908031
1996-11-01,10.93751335144043,38.231346130371094,38.6141242980957,38.08255386352539,38.27394104003906,2423211
1996-11-04,11.022680282592773,38.52903747558594,38.60988235473633,38.27394104003906,38.27394104003906,1284644
1996-11-05,11.229506492614746,39.251991271972656,39.251991271972656,38.50782775878906,38.694889068603516,2105206
1996-11-06,11.401070594787598,39.851680755615234,39.85592269897461,39.33707046508789,39.46466064453125,2973859
1996-11-07,11.339015007019043,39.634761810302734,39.88994216918945,39.14144515991211,39.826148986816406,2894508
1996-11-08,11.381608009338379,39.78364562988281,40.060035705566406,39.78364562988281,39.877132415771484,2001809
1996-11-11,11.432697296142578,39.962223052978516,39.97494888305664,39.741058349609375,39.762351989746094,1020742
1996-11-12,11.691850662231445,40.86807632446289,40.880802154541016,39.77931213378906,39.9111442565918,2786903
1996-11-13,11.691850662231445,40.86807632446289,40.86807632446289,40.86807632446289,40.86807632446289,0
1996-11-14,11.691850662231445,40.86807632446289,40.86807632446289,40.86807632446289,40.86807632446289,0
1996-11-15,11.87797737121582,41.51866912841797,41.714290618896484,40.99558639526367,41.6760368347168,1848517
1996-11-18,11.746581077575684,41.05937957763672,41.569740295410156,40.95308303833008,41.54844665527344,1451161
1996-11-19,11.819586753845215,41.31455993652344,41.33161163330078,40.9743766784668,41.03816223144531,741210
1996-11-20,11.734419822692871,41.016868591308594,41.6760368347168,40.872318267822266,41.37834548950195,1249177
1996-11-21,11.77822494506836,41.16999435424805,41.42085647583008,40.9743766784668,40.9743766784668,1651342
1996-11-22,11.849992752075195,41.42085647583008,41.505943298339844,41.03816223144531,41.250755310058594,1180045
1996-11-25,12.075074195861816,42.20760726928711,42.2331428527832,41.61224365234375,41.6335334777832,1502860
1996-11-26,12.135918617248535,42.420284271240234,42.845550537109375,42.35649108886719,42.35649108886719,1883384
1996-11-27,11.995999336242676,41.931209564208984,42.35649108886719,41.795143127441406,42.35649108886719,1188461
1996-11-28,12.148077964782715,42.46278762817383,42.590370178222656,41.8929557800293,42.058799743652344,974454
1996-11-29,12.263647079467773,42.86676788330078,43.03684997558594,42.420284271240234,42.526580810546875,1199282
1996-12-02,12.37315559387207,43.24953842163086,43.46213150024414,42.654170989990234,42.73917770385742,1104301
1996-12-03,12.811131477355957,44.780452728271484,44.84423828125,43.802398681640625,43.84489440917969,2090177
1996-12-04,12.677308082580566,44.31267547607422,44.54656219482422,43.908695220947266,44.39775466918945,1395255
1996-12-05,12.476570129394531,43.61101531982422,44.71664810180664,43.079444885253906,44.270164489746094,2248879
1996-12-06,12.190645217895508,42.61158752441406,42.951847076416016,41.6760368347168,42.547874450683594,3265414
1996-12-09,12.446155548095703,43.50470733642578,43.547218322753906,42.90935134887695,42.951847076416016,1419902
1996-12-10,12.470476150512695,43.58971405029297,44.14258575439453,43.37711715698242,43.71730422973633,1175236
1996-12-11,12.184577941894531,42.590370178222656,43.29203796386719,42.322471618652344,43.29203796386719,1676590
1996-12-12,12.135918617248535,42.420284271240234,42.90935134887695,42.420284271240234,42.56908416748047,976859
1996-12-13,12.099416732788086,42.292694091796875,42.292694091796875,41.8674201965332,42.105552673339844,1356782
1996-12-16,12.36099624633789,43.207035064697266,43.58971405029297,41.99501037597656,42.31390380859375,1808241
1996-12-17,12.160232543945312,42.505287170410156,43.10065460205078,42.275634765625,42.951847076416016,1686810
1996-12-18,12.166327476501465,42.526580810546875,42.781761169433594,42.398990631103516,42.61158752441406,1020742
1996-12-19,12.330562591552734,43.10065460205078,43.27073669433594,42.56908416748047,42.61158752441406,1162612
1996-12-20,12.409653663635254,43.37711715698242,43.908695220947266,43.24953842163086,43.50470733642578,1404873
1996-12-23,12.433976173400879,43.46213150024414,43.65351867675781,43.29203796386719,43.29203796386719,423806
1996-12-24,12.433976173400879,43.46213150024414,43.46213150024414,43.46213150024414,43.46213150024414,0
1996-12-25,12.433976173400879,43.46213150024414,43.46213150024414,43.46213150024414,43.46213150024414,0
1996-12-26,12.433976173400879,43.46213150024414,43.46213150024414,43.46213150024414,43.46213150024414,0
1996-12-27,12.65298843383789,44.2276725769043,44.2276725769043,43.632225036621094,43.632225036621094,441840
1996-12-30,12.914548873901367,45.141929626464844,45.24831008911133,44.48276138305664,44.48276138305664,977460
1996-12-31,12.914548873901367,45.141929626464844,45.141929626464844,45.141929626464844,45.141929626464844,0
1997-01-01,12.914548873901367,45.141929626464844,45.141929626464844,45.141929626464844,45.141929626464844,0
1997-01-02,12.628645896911621,44.14258575439453,44.56785583496094,44.05748748779297,44.56785583496094,1195675
1997-01-03,12.87197494506836,44.99312973022461,45.078125,44.39775466918945,44.418975830078125,1320112
1997-01-06,13.297794342041016,46.48154067993164,46.48154067993164,45.078125,45.078125,2076351
1997-01-07,13.14571475982666,45.9499626159668,46.73672103881836,45.71608352661133,46.48154067993164,2154500
1997-01-08,13.480277061462402,47.119407653808594,47.18319320678711,45.843666076660156,46.205142974853516,2371513
1997-01-09,13.577622413635254,47.45967483520508,47.45967483520508,46.566627502441406,46.843017578125,3569593
1997-01-10,13.5167818069458,47.24699783325195,47.672271728515625,46.82172775268555,47.58726501464844,2677495
1997-01-13,14.033849716186523,49.054386138916016,49.054386138916016,47.62976837158203,47.62976837158203,1695827
1997-01-14,14.465760231018066,50.564083099365234,50.88306427001953,48.7992057800293,49.09688186645508,3127151
1997-01-15,14.106854438781738,49.309566497802734,51.01064682006836,49.11817169189453,50.77676773071289,2413593
1997-01-16,13.991280555725098,48.90557861328125,49.649742126464844,48.267635345458984,49.37335968017578,3065834
1997-01-17,14.246770858764648,49.79862594604492,50.37270736694336,48.96937942504883,49.03317642211914,2933582
1997-01-20,13.857430458068848,48.437721252441406,50.30891036987305,48.35272216796875,50.18132019042969,2759852
1997-01-21,13.784456253051758,48.18263244628906,48.67169189453125,47.73606491088867,48.41651916503906,1222726
1997-01-22,13.930437088012695,48.692909240722656,49.3946533203125,48.37401580810547,48.65039825439453,2346866
1997-01-23,14.106854438781738,49.309566497802734,49.79862594604492,48.437721252441406,48.54410171508789,2158708
1997-01-24,13.820956230163574,48.31022262573242,49.03317642211914,48.31022262573242,49.03317642211914,1696428
1997-01-27,13.778358459472656,48.161338806152344,48.65039825439453,47.75735092163086,48.331424713134766,845809
1997-01-28,14.125107765197754,49.37335968017578,49.50094985961914,48.267635345458984,48.48031234741211,2110616
1997-01-29,13.966941833496094,48.820499420166016,49.24576950073242,48.501522064208984,49.03317642211914,1556962
1997-01-30,13.985191345214844,48.88429260253906,49.181976318359375,48.714202880859375,49.03317642211914,975055
1997-01-31,14.198112487792969,49.6285400390625,49.8624267578125,48.77798843383789,49.03317642211914,1793813
1997-02-03,14.532670974731445,50.797969818115234,50.797969818115234,49.968727111816406,49.968727111816406,2402171
1997-02-04,14.721247673034668,51.457130432128906,52.00999069213867,50.98936462402344,50.98936462402344,2434633
1997-02-05,14.7942533493042,51.712318420410156,51.8186149597168,51.116943359375,51.62723159790039,1703040
1997-02-06,14.7942533493042,51.712318420410156,51.712318420410156,51.712318420410156,51.712318420410156,0
1997-02-07,14.721247673034668,51.457130432128906,51.712318420410156,51.37212371826172,51.39334487915039,509770
1997-02-10,14.915914535522461,52.13758087158203,52.328975677490234,51.09566116333008,51.414634704589844,1505264
1997-02-11,15.013239860534668,52.47776794433594,52.62665939331055,52.13758087158203,52.307682037353516,1308089
1997-02-12,15.013239860534668,52.47776794433594,52.47776794433594,52.47776794433594,52.47776794433594,0
1997-02-13,15.19575309753418,53.115726470947266,53.17943572998047,52.69044494628906,53.0306282043457,2148488
1997-02-14,15.013239860534668,52.47776794433594,53.477195739746094,52.39276123046875,53.15821838378906,2052305
1997-02-17,14.970669746398926,52.328975677490234,52.52027893066406,51.839908599853516,52.47776794433594,1224530
1997-02-18,14.994986534118652,52.413978576660156,52.903038024902344,52.307682037353516,52.52027893066406,1015933
1997-02-19,14.885501861572266,52.03128433227539,52.03128433227539,52.03128433227539,52.03128433227539,2167124
1997-02-20,15.001083374023438,52.435272216796875,52.435272216796875,51.733612060546875,52.095088958740234,2208001
1997-02-21,15.001083374023438,52.435272216796875,52.435272216796875,52.435272216796875,52.435272216796875,0
1997-02-24,14.660422325134277,51.24453353881836,51.712318420410156,50.925567626953125,51.66981506347656,1078452
1997-02-25,14.861165046691895,51.946205139160156,52.24388122558594,51.62723159790039,51.75482177734375,1506466
1997-02-26,14.751656532287598,51.56342697143555,52.03128433227539,51.20195770263672,51.882408142089844,1573193
1997-02-27,14.897665977478027,52.073795318603516,52.456565856933594,51.62723159790039,51.62723159790039,1414491
1997-02-28,14.891573905944824,52.0525016784668,52.456565856933594,51.967498779296875,51.967498779296875,1195074
1997-03-03,15.037586212158203,52.562862396240234,52.69044494628906,51.946205139160156,52.0525016784668,973252
1997-03-04,15.682387351989746,54.81673049926758,55.0719108581543,53.15821838378906,53.15821838378906,3679602
1997-03-05,15.779735565185547,55.1569938659668,55.62477493286133,54.62534713745117,54.98682403564453,4286156
1997-03-06,15.870962142944336,55.47588348388672,56.39023208618164,55.327083587646484,55.58218002319336,2330034
1997-03-07,16.096044540405273,56.26263427734375,56.283935546875,54.77423095703125,55.327083587646484,2625796
1997-03-10,16.05954360961914,56.13505172729492,56.51781463623047,55.49718475341797,56.4327278137207,1420503
1997-03-11,15.986560821533203,55.87995529174805,56.85800552368164,55.87995529174805,56.34772872924805,1362793
1997-03-12,15.57290267944336,54.43403625488281,56.198848724365234,54.26386260986328,55.87995529174805,1914042
1997-03-13,15.566815376281738,54.41275405883789,54.56155014038086,53.75358581542969,54.02998352050781,1635111
1997-03-14,16.023040771484375,56.00745391845703,56.198848724365234,53.83867263793945,53.83867263793945,2347467
1997-03-17,15.627635955810547,54.62534713745117,56.09254837036133,54.58283615112305,55.96495819091797,1246171
1997-03-18,15.353894233703613,53.66850662231445,55.11440658569336,53.54090881347656,54.64663314819336,2370310
1997-03-19,15.4147367477417,53.88118362426758,54.178863525390625,53.583492279052734,53.796085357666016,1279234
1997-03-20,15.147065162658691,52.94554901123047,53.83867263793945,52.47776794433594,53.796085357666016,2714766
1997-03-21,15.390390396118164,53.796085357666016,54.34895706176758,53.24323272705078,53.37081527709961,1891199
1997-03-24,15.493810653686523,54.15757369995117,54.731719970703125,53.90238571166992,53.90238571166992,925160
1997-03-25,15.816210746765137,55.284507751464844,55.39088821411133,54.476539611816406,54.54033279418945,1247373
1997-03-26,16.5218563079834,57.75105285644531,57.83613586425781,54.81673049926758,55.0719108581543,2785100
1997-03-27,16.175140380859375,56.53911590576172,58.771690368652344,56.53911590576172,58.68667984008789,932374
1997-03-28,16.175140380859375,56.53911590576172,56.53911590576172,56.53911590576172,56.53911590576172,0
1997-03-31,16.175140380859375,56.53911590576172,56.53911590576172,56.53911590576172,56.53911590576172,0
1997-04-01,15.384331703186035,53.77488327026367,54.98682403564453,52.94554901123047,54.98682403564453,2940195
1997-04-02,15.08014965057373,52.71165466308594,54.54033279418945,52.541568756103516,54.00876235961914,2380530
1997-04-03,14.836820602416992,51.86111831665039,53.24323272705078,51.56342697143555,52.94554901123047,3264813
1997-04-04,15.0679931640625,52.669158935546875,52.92433166503906,51.882408142089844,52.201385498046875,2372715
1997-04-07,15.810138702392578,55.26329040527344,55.26329040527344,53.455909729003906,53.4984130859375,2287954
1997-04-08,15.585060119628906,54.476539611816406,55.94374084472656,54.22135925292969,55.454681396484375,1654949
1997-04-09,15.670228004455566,54.77423095703125,55.64597702026367,54.64663314819336,55.1569938659668,1651943
1997-04-10,16.004812240600586,55.94374084472656,56.09254837036133,54.54033279418945,55.0719108581543,2325224
1997-04-11,16.48538589477539,57.623538970947266,58.601600646972656,56.560325622558594,56.560325622558594,4835001
1997-04-14,16.534042358398438,57.79363250732422,57.92123031616211,56.51781463623047,56.87929916381836,3009928
1997-04-15,16.947696685791016,59.23954772949219,59.23954772949219,57.94243240356445,58.81427764892578,2889699
1997-04-16,16.947696685791016,59.23954772949219,59.23954772949219,59.23954772949219,59.23954772949219,0
1997-04-17,16.102134704589844,56.283935546875,57.41086196899414,55.77357482910156,57.41086196899414,4526013
1997-04-18,15.864897727966309,55.454681396484375,56.560325622558594,55.36958694458008,56.45402526855469,1921256
1997-04-21,15.445149421691895,53.98748016357422,55.0719108581543,52.94554901123047,55.0719108581543,3018945
1997-04-22,15.560721397399902,54.39146041870117,55.02941131591797,53.796085357666016,53.96617889404297,2455072
1997-04-23,15.536404609680176,54.306453704833984,55.56098175048828,54.1363639831543,55.56098175048828,991887
1997-04-24,15.560721397399902,54.39146041870117,54.838016510009766,54.11506271362305,54.43403625488281,1793813
1997-04-25,15.390390396118164,53.796085357666016,54.306453704833984,53.796085357666016,54.43403625488281,428615
1997-04-28,15.512062072753906,54.22135925292969,54.476539611816406,53.88118362426758,54.22135925292969,884282
1997-04-29,15.560721397399902,54.39146041870117,54.859317779541016,54.02998352050781,54.64663314819336,1416896
1997-04-30,15.603313446044922,54.54033279418945,55.0719108581543,54.32765579223633,55.0719108581543,1567783
1997-05-01,15.603313446044922,54.54033279418945,54.54033279418945,54.54033279418945,54.54033279418945,0
1997-05-02,16.351533889770508,57.15568161010742,57.24077606201172,56.02875518798828,54.79552459716797,1224530
1997-05-05,16.692190170288086,58.34642028808594,58.601600646972656,57.58095169067383,57.83613586425781,2768268
1997-05-06,16.26637077331543,56.85800552368164,58.79297637939453,56.4327278137207,58.51658630371094,2636617
1997-05-07,16.18120574951172,56.560325622558594,57.28327941894531,55.92245864868164,56.92180252075195,1501657
1997-05-08,16.18120574951172,56.560325622558594,56.560325622558594,56.560325622558594,56.560325622558594,0
1997-05-09,16.357627868652344,57.17698287963867,57.623538970947266,56.00745391845703,56.34772872924805,2999708
1997-05-12,16.48538589477539,57.623538970947266,58.13382339477539,56.77300262451172,57.32586669921875,1665168
1997-05-13,16.18120574951172,56.560325622558594,58.41020584106445,56.53911590576172,57.94243240356445,1973555
1997-05-14,16.363719940185547,57.198265075683594,57.47465515136719,56.77300262451172,56.79420471191406,1431925
1997-05-15,16.308963775634766,57.00688171386719,57.3045654296875,56.64541244506836,56.985595703125,994893
1997-05-16,16.193370819091797,56.60282516479492,57.49595642089844,56.560325622558594,57.09189224243164,1687411
1997-05-19,16.193370819091797,56.60282516479492,56.60282516479492,56.60282516479492,56.60282516479492,0
1997-05-20,16.035219192504883,56.0500373840332,56.560325622558594,55.62477493286133,56.560325622558594,1357383
1997-05-21,16.023040771484375,56.00745391845703,57.17698287963867,55.220787048339844,56.220130920410156,3660365
1997-05-22,16.016971588134766,55.98625183105469,56.4327278137207,55.284507751464844,55.87995529174805,2075149
1997-05-23,16.169044494628906,56.51781463623047,56.79420471191406,56.45402526855469,56.09254837036133,413587
1997-05-26,16.315031051635742,57.028099060058594,57.198265075683594,55.98625183105469,56.560325622558594,1818460
1997-05-27,16.55836296081543,57.87864303588867,58.13382339477539,56.985595703125,57.07068634033203,2664270
1997-05-28,16.29071044921875,56.943084716796875,58.091312408447266,56.77300262451172,58.38900375366211,899311
1997-05-29,16.302871704101562,56.985595703125,57.41086196899414,56.581607818603516,56.581607818603516,66726
1997-05-30,16.077791213989258,56.198848724365234,57.41086196899414,55.96495819091797,56.985595703125,72137
1997-06-02,16.2359619140625,56.751708984375,57.198265075683594,55.92245864868164,55.92245864868164,1216715
1997-06-03,16.357627868652344,57.17698287963867,57.198265075683594,56.687904357910156,56.751708984375,876467
1997-06-04,16.302871704101562,56.985595703125,57.79363250732422,56.87929916381836,57.32586669921875,1120532
1997-06-05,16.430631637573242,57.43216323852539,57.77234649658203,57.28327941894531,56.79420471191406,321010
1997-06-06,16.631362915039062,58.13382339477539,58.38900375366211,57.49595642089844,58.02752685546875,1926065
1997-06-09,16.351533889770508,57.15568161010742,58.49530029296875,57.11317825317383,58.34642028808594,1608661
1997-06-10,16.42453956604004,57.41086196899414,57.66604995727539,57.32586669921875,57.55975341796875,400361
1997-06-11,16.412376403808594,57.36835861206055,57.687252044677734,57.262062072753906,57.49595642089844,947402
1997-06-12,16.692190170288086,58.34642028808594,58.34642028808594,57.58095169067383,57.623538970947266,1595436
1997-06-13,16.716527938842773,58.4315071105957,58.85677719116211,57.89992904663086,58.68667984008789,1762554
1997-06-16,16.753034591674805,58.55909729003906,59.02687072753906,58.32521057128906,58.68667984008789,1662764
1997-06-17,16.66786766052246,58.26140594482422,59.02687072753906,58.0062255859375,58.68667984008789,1819061
1997-06-18,16.534042358398438,57.79363250732422,58.38900375366211,57.77234649658203,58.13382339477539,1213108
1997-06-19,16.576608657836914,57.94243240356445,58.218910217285156,57.729835510253906,57.985015869140625,938986
1997-06-20,16.613115310668945,58.070030212402344,58.45280075073242,57.77234649658203,57.92123031616211,1270818
1997-06-23,16.546199798583984,57.83613586425781,58.15510940551758,57.623538970947266,58.13382339477539,920952
1997-06-24,16.42453956604004,57.41086196899414,58.26140594482422,56.943084716796875,57.32586669921875,2148488
